RespondID,CulturalReligBelief,FearNotReadyFaceProblem,FearImmigrationLegal,FocusOtherIssues,HealthServicesTooFarAway,LackInsUnablePay,LackKnowledgeUnderstandNeed,NoAppointmentsAvailableDoctor,WaitTooLongDoctor,LackTransport,LackQualityServices,TooBusyCantGetOffWork,LackofProvidersAcceptInsure,None,Other
11137150343,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11137147920,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137139654,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137137366,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11137134057,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11137129074,,,Fear (Immigration or Legal Status),,,,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11137126379,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11137125150,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11137119273,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,,,
11137113390,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137113159,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137106222,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137105933,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137104397,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137103951,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,,,
11137102446,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11137088135,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11137085697,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137082722,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11137079779,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11137078837,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11137078151,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11137072694,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137067939,,Fear (Not Ready to Face Health Problem),,,,,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137067519,,Fear (Not Ready to Face Health Problem),,,,,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137066390,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11137065810,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11137065271,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137062434,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11137057202,,,,,,,,,,,,,,,
11137055157,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11137051829,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137051255,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,,,,
11137049306,,,,Focus on Other Issues,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137048670,,,,,,,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137045372,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137044019,,,,,,,Lack of Knowledge/Understanding of Need,,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,,,
11137035274,,Fear (Not Ready to Face Health Problem),,,,,,,,,,,,,
11137034761,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11137032978,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,Lack of Quality Services,Too Busy/Can't Get Off Work,,,
11137028862,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137022470,Cultural/Religious Beliefs,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11137020986,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,financial burden
11137017264,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11137010616,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11137009190,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137001398,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11136998009,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,see above comment
11136996319,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11136989188,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11136977073,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136972642,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,Lack of Providers Who Accept Your Insurance,,
11136966719,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,"Even with insurance, it is difficult for a middle class family to pay for health care."
11136962243,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11136961866,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,,,
11136959430,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11136957508,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11136949762,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136949282,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11136947817,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,,,
11136943624,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11136942467,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,Too Busy/Can't Get Off Work,,,
11136939265,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11136938345,,,,,,,,,,,,,Lack of Providers Who Accept Your Insurance,,
11136933756,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11136929606,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136928200,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11136925399,,,,,,,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,"Copays are still expensive, even if you have insurance.  Deductables will kill you before the illness will."
11136922560,,,,,,,,,,,,,,,
11136921897,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136914706,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,,,
11136913683,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,Lack of Quality Services,,,,
11136911984,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136911694,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136910108,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11136907052,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11136905064,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,High deductibles
11136903223,,,,,Health Services are Too Far Away,,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11136901693,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11136901330,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11136897266,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11136894826,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136894754,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136891896,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11136891159,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11136888889,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11136887792,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11136887703,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,Lack of Quality Services,,,,
11136887637,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11136885974,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11136882740,,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,,,,
11136882470,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,,,,
11136880612,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136880559,,,,,,,,,,,,,,None/No Barriers,
11136880440,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11136876890,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11136873488,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11136872757,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136869774,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,,,
11136869415,,,,,,,,,,,,,,,
11136868205,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11136868180,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136867502,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11136866712,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11136863703,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11136862974,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11136862588,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11136862057,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11136859429,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11136857682,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11136857642,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11136857290,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11136856698,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,
11136856058,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,Lack of Quality Services,,,,
11136854536,,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,,,,,,
11136853806,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11136852442,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11136850845,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11136848277,,,,,,,,,,Lack of Transportation,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11136847230,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11136846678,,,,,Health Services are Too Far Away,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,,,
11136716294,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11136582696,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11135885066,,,,,,,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11135847177,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11135844893,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11135725170,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,Lack of Quality Services,,,,
11135723825,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11135361559,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11135337524,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11134266915,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11134053340,,Fear (Not Ready to Face Health Problem),,,,,,,,,,,,,
11133960112,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,High Deductible Plans makes people not go to the doctor when they need to because they don't have the money for the deductible
11133846050,,,,,Health Services are Too Far Away,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11133831339,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11133776748,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11133720675,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11132490960,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,Lack of Providers Who Accept Your Insurance,,
11132439930,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11132293435,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11132278959,,,,Focus on Other Issues,,,Lack of Knowledge/Understanding of Need,,,,,Too Busy/Can't Get Off Work,,,
11131228070,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11129974751,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,,,,
11129954385,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11129761694,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11129747416,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11129603299,Cultural/Religious Beliefs,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11129592957,Cultural/Religious Beliefs,,Fear (Immigration or Legal Status),,Health Services are Too Far Away,,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11129584688,Cultural/Religious Beliefs,,Fear (Immigration or Legal Status),,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11129574311,Cultural/Religious Beliefs,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,,,
11129574281,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11129563657,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11129552498,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11129545774,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11129540797,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11129532913,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11129523739,,Fear (Not Ready to Face Health Problem),,,,,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11129512504,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11129468806,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11129398036,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,Too Busy/Can't Get Off Work,,,
11129285910,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11128857166,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11128840140,Cultural/Religious Beliefs,,,,,,,,,,,,,,
11128584788,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11128582891,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11128504549,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11128388177,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11128346916,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11128320949,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11127986001,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,
11127057939,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,,,,,,
11126670689,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11126574267,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11126531114,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11126456021,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11126413787,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,Lack of Providers Who Accept Your Insurance,,
11126303848,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11126297936,,,,,,,,No Appointments Available at Doctor When Needed,,Lack of Transportation,Lack of Quality Services,,,,
11126081921,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11126004524,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11125875565,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11125872405,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11125819783,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11125758261,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11125622848,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11125601473,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11125592878,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11125586368,,,,Focus on Other Issues,Health Services are Too Far Away,,,No Appointments Available at Doctor When Needed,,,,,,,
11125572387,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11125571753,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11125544806,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11125523914,,,Fear (Immigration or Legal Status),,,,,,,,,,,,
11125488916,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11125456862,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11125422100,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,Lack of Quality Services,,,,
11125410518,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11125401288,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11125377269,,,,,,,,No Appointments Available at Doctor When Needed,,,,,,,
11125352840,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11125347189,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,,,,
11125250741,,,,,,,,No Appointments Available at Doctor When Needed,,,,,,,
11125224192,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11125192223,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11125064026,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11124853402,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11124633705,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11123980223,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11123785009,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,Copays and oop expenses
11123703457,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11123462161,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11123447697,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11123434098,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11123316889,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11123171749,,,,,,,Lack of Knowledge/Understanding of Need,,,,,,,,
11123044482,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11123018737,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
