RespondentID,Child Abuse/Neglect,ChronicDisease,LonelinessIsolation,DomesticViolence,Crime,DentalProblems,CostofHousing,DrugAlcohol,PeoplenotGetVaccImmun,SedentaryLifestyle,Smoking/VapingTobaccoUse,FirearmRelatedInjuries,GunViolence,Suicide,ElderAbuse/Neglect,MentalHealthProblems,Obesity,SexuallyTransmittedDiseases,Rape/SexualAssault,AgingProblems,Homelessness,QualityNutrition,SeniorCare,AccessSpecialtyCare,LackofFood,CulturalConcerns,AccesstoPrimaryCare,TeenPregnancy,Dementia/Alzheimer,Other
11113637652,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,,,,,,,,
11113556927,Child Abuse/Neglect,,,Domestic Violence,Crime,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11113527033,,,,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,Homelessness,,,,Lack of Food,,,,,
11112871762,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,Quality Nutrition,,,,,,,,
11112677808,Child Abuse/Neglect,,,Domestic Violence,Crime,,,Drug/Alcohol,,,,,,,,,,,,,,,,,,,,,,Poverty
11112533865,,,,,Crime,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11112417093,,,,,Crime,,,,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,,,,,,Dementia/Alzheimer,
11112253781,,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11111676801,Child Abuse/Neglect,,,,Crime,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11111198079,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,,
11110981194,Child Abuse/Neglect,,,,Crime,,,,,,,,Gun Violence,Suicide,,,,,,,,Quality Nutrition,,,,,,,,
11110973152,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,Cost of Housing,,,,,,,,,,,,,Aging Problems,,,,Access to Specialty Care,,,,,,
11110948818,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,Senior Care,,,,,,,
11110943299,,,,,,,,,,,,,Gun Violence,Suicide,,,,,,,,,Senior Care,,,,Access to Primary Care,,,
11110937445,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,Rape/Sexual Assault,,Homelessness,,,,,,,,,
11110918206,,,,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,,,,,,Dementia/Alzheimer,
11110701937,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,Suicide,,,,,Rape/Sexual Assault,,,,,,,,,,,
11110666910,Child Abuse/Neglect,,,,,,,,,,,,,,,Mental Health Problems,Obesity,Sexually Transmitted Diseases (STDs),,,,,,,,,,Teenage Pregnancy,,
11110625380,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,People not Getting Vaccinations/Immunizations,,,,,,,,,,,,,,,,Lack of Food,,,,,
11110621598,,,,Domestic Violence,Crime,Dental Problems,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,,,,,
11110618340,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11110612155,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,Domestic Violence,,Dental Problems,,,,,,,,,,,,,,,,,,,,,,,,
11110611692,Child Abuse/Neglect,,,,,,,,,,,,Gun Violence,,,Mental Health Problems,,,Rape/Sexual Assault,,,,,,,,,Teenage Pregnancy,,
11110603225,Child Abuse/Neglect,,,Domestic Violence,Crime,,,,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11110586299,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,,,,,,,,Quality Nutrition,,Access to Specialty Care,,,,,,
11110574912,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11110571624,,,,,,Dental Problems,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",Firearm-Related Injuries,Gun Violence,Suicide,Elder Abuse/Neglect,,Obesity,Sexually Transmitted Diseases (STDs),Rape/Sexual Assault,Aging Problems,,Quality Nutrition,,,Lack of Food,,Access to Primary Care,,,
11110491918,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,,
11110460119,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11110455369,,,,,,Dental Problems,Cost of Housing,,,,,,,,,,,Sexually Transmitted Diseases (STDs),,,Homelessness,,,,Lack of Food,,,,,
11110444641,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,,,,,,Obesity,,,,,,,Access to Specialty Care,,,,,,Special needs children's after school care centers
11110425402,,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,Senior Care,,,,,,,
11110419232,,,,Domestic Violence,Crime,,,,,,,,Gun Violence,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11110412819,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,Sexually Transmitted Diseases (STDs),,,,,,,Lack of Food,,,,,
11110404906,Child Abuse/Neglect,,,Domestic Violence,Crime,,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11110400331,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11110398109,,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,Sexually Transmitted Diseases (STDs),,,Homelessness,,,,,,,,,
11110391351,Child Abuse/Neglect,,,,Crime,,Cost of Housing,,,,,,Gun Violence,,Elder Abuse/Neglect,,,,,,,,,,,,,,,
11110389513,,,,,,Dental Problems,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,Aging Problems,,,Senior Care,,,,,,,
11110385056,,,Loneliness /Isolation,Domestic Violence,,,,Drug/Alcohol,,,,,,,,,,,,,,Quality Nutrition,,,,,,,,
11110378346,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,Quality Nutrition,,Access to Specialty Care,,,,Teenage Pregnancy,,
11110360925,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,Gun Violence,Suicide,,,,,,,,,,,,,,,,
11110355624,Child Abuse/Neglect,,,Domestic Violence,,,,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11110350088,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11110337833,Child Abuse/Neglect,,,,,,,,,,,,,,,,,,,,Homelessness,,,,Lack of Food,,,,,Not enough real full-time job available and the problem with how law makers let crooked mom and pop business owners take advantage of their employees by screwing us into working for less money than we can live on and then firing someone when they speak out against the low pay.
11110315496,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11110314693,,,,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,Quality Nutrition,,,,,,,,
11110298571,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,Aging Problems,,,,,,,,,,
11110288238,,,,,Crime,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,Aging Problems,,,,,,,,,Dementia/Alzheimer,
11110275590,,,,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,Homelessness,,,,,,,,,
11110270658,,,,,,Dental Problems,,,,,,,,,,,Obesity,,,Aging Problems,,,,Access to Specialty Care,,,,,,
11110252264,Child Abuse/Neglect,,,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11110241747,,,,,,,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11110229501,,,,Domestic Violence,,,,Drug/Alcohol,,,,,Gun Violence,,,,,,,,,,,,,,,Teenage Pregnancy,Dementia/Alzheimer,
11110219602,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,,,,,Suicide,,,Obesity,,,,,,,,,,,,Dementia/Alzheimer,
11110183899,,,,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,,,,,
11110171884,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,,,,,,,,,,,,Access to Primary Care,,Dementia/Alzheimer,
11110159024,Child Abuse/Neglect,,,,Crime,,,,,,,,,,,,Obesity,,,,Homelessness,,,,,Cultural Concerns,,,,
11109221669,Child Abuse/Neglect,,,,Crime,,,,,,,,,,Elder Abuse/Neglect,,,,,Aging Problems,,,,,,,,,Dementia/Alzheimer,
11109079615,Child Abuse/Neglect,,,Domestic Violence,,Dental Problems,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,,,,,
11108887200,,,,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11108835574,,,,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,
11108428099,,,,,,,,,,,,,,,,,,,,Aging Problems,,Quality Nutrition,Senior Care,,,,Access to Primary Care,,,Red Tide
11108061724,,,Loneliness /Isolation,Domestic Violence,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11108019811,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,,,People not Getting Vaccinations/Immunizations,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11107712672,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11107537628,,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,Senior Care,,,,,,,
11107500544,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,,Obesity,,,,,,,,,,,,,
11107423044,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,,,,,,,,
11105126060,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11104818860,,,Loneliness /Isolation,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11104785855,Child Abuse/Neglect,,,Domestic Violence,,Dental Problems,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,,,,,,,
11104720324,,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11104713519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I dont believe we should be taking tax dollars to provide any of these concerns
11104400961,,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,Homelessness,,,Access to Specialty Care,,,Access to Primary Care,,,
11104346556,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,Gun Violence,Suicide,,,,,,,Homelessness,,,,,,,,,
11104339895,Child Abuse/Neglect,,,,Crime,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,,
11104237451,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11104219068,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11104011162,,,,Domestic Violence,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,,,
11102466994,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11102466724,,,,,,,,,,,,,,,,,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,Senior driving
11102434313,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,Firearm-Related Injuries,,,,Mental Health Problems,,,,,,Quality Nutrition,,,,,,,,
11102325647,,,,,,,Cost of Housing,,,,,,,,,,,,,Aging Problems,Homelessness,,,Access to Specialty Care,,,Access to Primary Care,,,
11102276269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11102244388,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,Obesity,,,Aging Problems,,,,,,,Access to Primary Care,,,
11102151336,Child Abuse/Neglect,,,Domestic Violence,Crime,,Cost of Housing,Drug/Alcohol,People not Getting Vaccinations/Immunizations,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",Firearm-Related Injuries,Gun Violence,Suicide,Elder Abuse/Neglect,Mental Health Problems,Obesity,,Rape/Sexual Assault,,Homelessness,,,,Lack of Food,,,Teenage Pregnancy,Dementia/Alzheimer,
11102143346,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,Access to Specialty Care,,,,,,
11102107869,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,,Lack of Food,Cultural Concerns,,,,
11102100247,Child Abuse/Neglect,,,,,,,,,,,,Gun Violence,,,,,Sexually Transmitted Diseases (STDs),Rape/Sexual Assault,,Homelessness,,,,,,,,,
11102082237,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11102065324,,,,Domestic Violence,,,Cost of Housing,,,,,,,Suicide,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11102056462,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,Suicide,,,,,,,Homelessness,,,,,,,,,
11102048481,,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11102040776,Child Abuse/Neglect,,,Domestic Violence,Crime,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11101855652,,,Loneliness /Isolation,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11101838383,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,Senior Care,,,,,,,
11101804749,,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,Aging Problems,,,,,,,Access to Primary Care,,,
11101798549,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,,,,,,Lack of Food,,,,,
11101785276,,,,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,
11101784122,,,Loneliness /Isolation,,,,,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,Cultural Concerns,,,,
11101739923,,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,Senior Care,,,Cultural Concerns,,,,
11101689856,Child Abuse/Neglect,,,,Crime,,,,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11101632162,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,,,
11101624453,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,Rape/Sexual Assault,,,,,,,,,,,
11101612395,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,,Gun Violence,Suicide,,,,Sexually Transmitted Diseases (STDs),,,,,,,,,,,,
11101367995,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11101302154,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,,,,,,,,,Sexually Transmitted Diseases (STDs),,,,,Senior Care,,,,Access to Primary Care,,,
11101191126,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,Suicide,,,,,Rape/Sexual Assault,,,,,,,,,,,
11101136416,Child Abuse/Neglect,,,,,,,,,,,,,,,Mental Health Problems,Obesity,,,,Homelessness,,Senior Care,,,,,,,
11101127275,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11101116884,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11101096270,,,,,Crime,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11101086267,,,,,,,,,People not Getting Vaccinations/Immunizations,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,,,,,,Teenage Pregnancy,,
11101084010,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11101077356,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11101069939,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,,People not Getting Vaccinations/Immunizations,,,,,,,,,,,,,,Senior Care,,,,,,,
11101061594,,,Loneliness /Isolation,Domestic Violence,,,Cost of Housing,,,,,,Gun Violence,,,,,,,,,,,,Lack of Food,,,,,
11100878408,Child Abuse/Neglect,,,,,Dental Problems,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11099422949,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,,,Obesity,,,,,Quality Nutrition,,,,,,,,
11099413239,,,,Domestic Violence,,,,,,,,,,,,,,,,Aging Problems,Homelessness,Quality Nutrition,,,,Cultural Concerns,,,,
11099404994,,,,Domestic Violence,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11099402041,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,,,
11099390340,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11099382423,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11099374892,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,,,,,Access to Primary Care,,,
11099281879,,,,,,,Cost of Housing,,,,,,Gun Violence,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,,,,,,,
11099264739,,,Loneliness /Isolation,,,Dental Problems,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11099253577,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,,,,,
11099112454,Child Abuse/Neglect,,Loneliness /Isolation,,,,,,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,Access to Specialty Care,,,,,,
11098763900,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,Senior Care,,,,,,,
11098658430,,,Loneliness /Isolation,,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11098489263,,,,,Crime,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,,,,,,,
11098041921,,,Loneliness /Isolation,,Crime,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,Homelessness,,,,,,,,,
11097954232,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11097070634,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,Cultural Concerns,,,,
11096825795,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,,,,,Aging Problems,,,,Access to Specialty Care,,,,,Dementia/Alzheimer,
11095985800,,,Loneliness /Isolation,,,,,,,,,,,,,Mental Health Problems,Obesity,,,Aging Problems,,,Senior Care,,,,,,,
11095768072,Child Abuse/Neglect,,Loneliness /Isolation,Domestic Violence,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,Suicide,Elder Abuse/Neglect,Mental Health Problems,Obesity,,,Aging Problems,Homelessness,,Senior Care,,,,Access to Primary Care,,Dementia/Alzheimer,
11095716349,,,,,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,,,,Cultural Concerns,Access to Primary Care,,,"Most county services of ANY kind are in the north of  the county, the southernmost being in Punta Gorda proper.  Nothing for any part of the county that is south & outside of Punta Gorda"
11095520990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Use of round up and fertilizers that end up in the gulf.
11094680315,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,,,,,,,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,Drinking water & recreational water
11094662841,Child Abuse/Neglect,,,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,Quality Nutrition,,,,,Access to Primary Care,,,
11094510771,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,Sexually Transmitted Diseases (STDs),,,Homelessness,,,,Lack of Food,,,,,
11094155594,,,,,Crime,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,,,
11093921002,Child Abuse/Neglect,,,,,,,,,,,,,,,,,,Rape/Sexual Assault,,Homelessness,,Senior Care,,,,Access to Primary Care,,,
11093843703,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11093678186,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,Quality Nutrition,,,,,,,,
11093632526,,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,,,,,,,
11093457011,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11093147355,,,Loneliness /Isolation,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11093145563,,,Loneliness /Isolation,Domestic Violence,,,,Drug/Alcohol,,,,,,Suicide,,,,,Rape/Sexual Assault,,,,,,,,,,,
11093052831,,,,,Crime,,,Drug/Alcohol,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,,
11093035061,,,,,Crime,,,Drug/Alcohol,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,,
11092933138,Child Abuse/Neglect,,,,,,,,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11092334467,,,,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,Sexually Transmitted Diseases (STDs),,,Homelessness,,,,,,,,,
11091488082,,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,,,,,,Cultural Concerns,Access to Primary Care,,,
11091437803,Child Abuse/Neglect,,Loneliness /Isolation,Domestic Violence,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,,,,,,,
11091203335,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,,,People not Getting Vaccinations/Immunizations,,,,,,,,,,,Aging Problems,,,,,,,,,Dementia/Alzheimer,
11091173612,Child Abuse/Neglect,,,,Crime,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,Unscrupulous contractors
11091129006,,,,,,Dental Problems,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11091121161,,,,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,,
11091090734,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,Teenage Pregnancy,,
11091078423,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,Senior Care,,,,,,,
11090982851,,,,,,,,Drug/Alcohol,,,,,,Suicide,,,,,,Aging Problems,Homelessness,,,,,,,,Dementia/Alzheimer,
11090816132,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,,,,,,,,,,,
