Respondent ID,ResidencyStatus,Age,Gender,Race,Ethnicity,PrimaryLang,LangOther,MedicalnsuranceType,InsuranceOther,ChildUnder18inHome,Employed,ResidenceType,ResidenceOther,IncomeRange,SizeHousehold,ZipCode,HousingBurdened,MaritalStatus,HighestLevelEd
11110241747,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Rent a Home,,"Less than $15,000",2,33980,Yes,Single,Some College
11110229501,Permanent,18-34,Female,Other,Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",5,33952,Yes,Married,Some College
11110219602,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",1,33983,Yes,Single,Bachelor's Degree
11110183899,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Part Time,Rent a Home,,"$15,000 to $45,000",3,33948,Yes,Single,High School Diploma/GED
11110171884,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Rent a Home,,"Less than $15,000",1,33948,Not Sure,Single,Some College
11110159024,Seasonal,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33953,Not Sure,Married,Associate's Degree
11109221669,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",1,33952,Not Sure,Widowed,Associate's Degree
11109079615,None of the above,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Rent a Home,,"$15,000 to $45,000",5,34287,Yes,Married,Some College
11108887200,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",7,33980,No,Divorced,Some College
11108835574,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33950,No,Married,Advance Degree (Masters or Doctorate)
11108428099,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",1,33982,No,Single,Some College
11108061724,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Part Time,Own a Home,,"$15,000 to $45,000",2,33951,Not Sure,Married,Bachelor's Degree
11108019811,,,,,,,,,,,,,,,,,,,
11107712672,,,,,,,,,,,,,,,,,,,
11107537628,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",4,34293,No,Married,Advance Degree (Masters or Doctorate)
11107500544,Permanent,18-34,Female,White,Hispanic or Latino,Spanish,,Medicare/Medicaid,,Yes,Part Time,Rent a Home,,"$15,000 to $45,000",5,33980,Yes,Married,Associate's Degree
11107423044,Permanent,18-34,Female,,,,,,,,,,,,,,Yes,,
11105126060,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",5,33952,Yes,Divorced,Associate's Degree
11104818860,Permanent,18-34,Female,White,Hispanic or Latino,English,,No Insurance,,Yes,Part Time,Own a Home,,"$15,000 to $45,000",3,33952,Yes,Single,Some High School or Less
11104785855,Permanent,35-59,Female,Asian,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",2,33952,Yes,Single,Some College
11104720324,,,,,,,,,,,,,,,,,,,
11104713519,Permanent,60 and over,Male,Other,Not Hispanic or Latino,English,,Other (please specify),Both Private and Medicare are currently available,No,Full Time,Own a Home,,,,33952,,Married,Associate's Degree
11104400961,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33954,No,Married,Advance Degree (Masters or Doctorate)
11104346556,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",5,33950,No,Married,Some College
11104339895,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,34288,No,Divorced,Some College
11104237451,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Part Time,Live with Others,,"$90,001 to $150,000",2,33947,No,Married,Bachelor's Degree
11104219068,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",3,33952,Yes,Single,Some College
11104011162,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",1,33950,Not Sure,Single,Bachelor's Degree
11102466994,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33953,No,Single,Bachelor's Degree
11102466724,,,,,,,,,,,,,,,,,,,
11102434313,Permanent,35-59,Female,White,,English,,No Insurance,,No,Full Time,Live with Others,,"$15,000 to $45,000",3,33950,No,Single,Bachelor's Degree
11102325647,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",1,33952,Yes,Single,Bachelor's Degree
11102276269,"Work in the County, but live outside",60 and over,Female,White,,English,,Other (please specify),Group Insurance with County,No,Full Time,Own a Home,,"$15,000 to $45,000",1,34288,Yes,Widowed,High School Diploma/GED
11102244388,"Work in the County, but live outside",35-59,Female,Asian,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,,2,34269,No,Married,Advance Degree (Masters or Doctorate)
11102151336,Permanent,60 and over,Female,White,,English,,Medicare/Medicaid,,No,Part Time,Own a Home,,"$15,000 to $45,000",1,33982,No,Divorced,Associate's Degree
11102143346,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33953,No,Married,Bachelor's Degree
11102107869,Permanent,60 and over,Male,,,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",1,33950,Yes,Single,Some High School or Less
11102100247,,,Female,,,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",2,33952,Not Sure,Single,Bachelor's Degree
11102082237,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$45,001 to $90,000",5,33952,No,Married,Bachelor's Degree
11102065324,Permanent,35-59,Female,,Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",4,34288,Yes,Single,Some College
11102056462,Permanent,18-34,Male,White,,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",1,33950,No,Divorced,Some College
11102048481,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$45,001 to $90,000",3,33952,No,Single,Bachelor's Degree
11102040776,Permanent,18-34,Female,White,,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33967,Yes,Married,Bachelor's Degree
11101855652,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",5,33952,Yes,Widowed,High School Diploma/GED
11101838383,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33947,No,Married,Associate's Degree
11101804749,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",3,33980,Not Sure,Married,Some College
11101798549,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",5,33983,No,Married,Advance Degree (Masters or Doctorate)
11101785276,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Part Time,Other (please specify),homeless; sporadically staying at a motel,"Less than $15,000",2,33952,Yes,Divorced,Some College
11101784122,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,,2,33980,No,Divorced,Bachelor's Degree
11101739923,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33950,No,Married,Bachelor's Degree
11101689856,Permanent,60 and over,Female,White,Not Hispanic or Latino,,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33952,No,Married,Advance Degree (Masters or Doctorate)
11101632162,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",7,34288,No,Married,Bachelor's Degree
11101624453,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",3,,Yes,Single,High School Diploma/GED
11101612395,Permanent,18-34,Female,Other,Hispanic or Latino,Other (please specify),English and Spanish,Other (please specify),Private and Medicare/Medicaid,No,Unemployed,Own a Home,,"$15,000 to $45,000",2,33952,Yes,Married,High School Diploma/GED
11101367995,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",5,33950,No,Married,Some College
11101302154,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"Over $150,000",2,33954,No,Married,Some College
11101191126,Permanent,18-34,Male,Other,,,,Other (please specify),Private and Medicare/Medicaid,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33952,Yes,Married,High School Diploma/GED
11101136416,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33950,No,Divorced,Some College
11101127275,Permanent,35-59,Female,White,,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",1,33948,No,Divorced,Some College
11101116884,None of the above,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33972,Not Sure,Married,High School Diploma/GED
11101096270,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Self-Employed,Own a Home,,"$15,000 to $45,000",4,33952,Not Sure,Married,High School Diploma/GED
11101086267,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Self-Employed,Own a Home,,"$45,001 to $90,000",4,33952,Yes,Married,Some College
11101084010,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",3,33982,No,Married,Bachelor's Degree
11101077356,Permanent,18-34,Female,American Indian or Alaska Native,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Live with Others,,"$15,000 to $45,000",5,33952,Yes,Single,Some High School or Less
11101069939,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Part Time,Live with Others,,"$15,000 to $45,000",4,33981,Not Sure,Single,Some College
11101061594,Permanent,60 and over,Female,White,Hispanic or Latino,English,,Other (please specify),Private and Medicare/Medicaid,No,Retired,Own a Home,,"$90,001 to $150,000",2,33947,No,Married,Advance Degree (Masters or Doctorate)
11100878408,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",3,33948,Yes,Divorced,Some College
11099422949,Permanent,18-34,Female,Mixed,Hispanic or Latino,Spanish,,Medicare/Medicaid,,No,Unemployed,Rent a Home,,"Less than $15,000",2,33983,Yes,Single,High School Diploma/GED
11099413239,Permanent,35-59,Male,White,,English,,Medicare/Medicaid,,No,Unemployed,Live with Others,,"$15,000 to $45,000",7,33950,Yes,Single,Bachelor's Degree
11099404994,Permanent,60 and over,Male,White,,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33954,No,Married,Advance Degree (Masters or Doctorate)
11099402041,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33971,No,Married,Bachelor's Degree
11099390340,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Other (please specify),Private and Medicare/Medicaid,No,Retired,Own a Home,,,2,33948,No,Married,Bachelor's Degree
11099382423,Permanent,35-59,Female,White,,English,,Private insurance,,No,Part Time,Own a Home,,"$45,001 to $90,000",2,33947,No,Married,Bachelor's Degree
11099374892,Permanent,35-59,Female,White,Hispanic or Latino,Spanish,,No Insurance,,No,Unemployed,Live with Others,,"Less than $15,000",2,33983,Yes,Married,Bachelor's Degree
11099281879,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33954,No,Married,Bachelor's Degree
11099264739,Permanent,35-59,Male,White,,English,,Medicare/Medicaid,,No,Unemployed,Other (please specify),Car,"Less than $15,000",0,33948,Yes,Divorced,High School Diploma/GED
11099253577,Permanent,60 and over,Female,White,,English,,Other (please specify),Supplemental Medicaid,No,Part Time,Own a Home,,"$15,000 to $45,000",1,33948,No,Widowed,Bachelor's Degree
11099112454,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Part Time,Live with Others,,,,,Yes,,Advance Degree (Masters or Doctorate)
11098763900,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Own a Home,,"$45,001 to $90,000",1,33954,No,Divorced,Bachelor's Degree
11098658430,Permanent,35-59,Female,White,Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33955,No,Married,Advance Degree (Masters or Doctorate)
11098489263,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",2,33952,No,Widowed,Some College
11098041921,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33981,No,Married,High School Diploma/GED
11097954232,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Self-Employed,Own a Home,,"$45,001 to $90,000",2,33953,Not Sure,Married,Some College
11097070634,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33948,Yes,Single,Advance Degree (Masters or Doctorate)
11096825795,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,34293,No,Married,Bachelor's Degree
11095985800,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",3,33950,No,Single,Advance Degree (Masters or Doctorate)
11095768072,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,34224,Yes,Married,Associate's Degree
11095716349,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Other (please specify),"I just started on Medicare this year.  Before that, I spent 10 years here insured by AVMED & it was not good, as AVMED is mostly based on the SE coast of FL",No,Retired,Own a Home,,"$15,000 to $45,000",1,33955-4126,No,Single,Advance Degree (Masters or Doctorate)
11095520990,Permanent,60 and over,Female,,,English,,,,No,,Own a Home,,,,33948,No,,Bachelor's Degree
11094680315,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Self-Employed,Own a Home,,"$15,000 to $45,000",2,33981,,Married,Bachelor's Degree
11094662841,Permanent,18-34,Female,Other,Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"Less than $15,000",4,34266,Not Sure,Single,Some College
11094510771,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Live with Others,,"$45,001 to $90,000",2,33954,Yes,Married,Advance Degree (Masters or Doctorate)
11094155594,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33952,No,Married,Bachelor's Degree
11093921002,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",2,33948,No,Married,Some College
11093843703,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33980,No,Married,Advance Degree (Masters or Doctorate)
11093678186,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,,Not Sure,Married,Advance Degree (Masters or Doctorate)
11093632526,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"Over $150,000",2,34288,No,Married,Bachelor's Degree
11093457011,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33948,No,Divorced,Advance Degree (Masters or Doctorate)
11093147355,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33952,No,Married,Advance Degree (Masters or Doctorate)
11093145563,Permanent,35-59,Female,White,Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Part Time,Rent a Home,,"$15,000 to $45,000",2,33955,Yes,Divorced,Advance Degree (Masters or Doctorate)
11093052831,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Some College
11093035061,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Bachelor's Degree
11092933138,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33983,Yes,Married,Bachelor's Degree
11092334467,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",3,33948,Yes,Divorced,Some College
11091488082,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$90,001 to $150,000",3,34286,No,Married,Advance Degree (Masters or Doctorate)
11091437803,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Self-Employed,Own a Home,,"$90,001 to $150,000",4,33948,No,Married,Advance Degree (Masters or Doctorate)
11091203335,Permanent,60 and over,Male,Mixed,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33947,No,Married,Advance Degree (Masters or Doctorate)
11091173612,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",3,33981,No,Married,Advance Degree (Masters or Doctorate)
11091129006,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Part Time,Rent a Home,,"Less than $15,000",5,33950,No,Single,Some College
11091121161,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",6,33981,Yes,Married,Associate's Degree
11091090734,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",4,33952,No,Divorced,Some College
11091078423,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",3,33952,Yes,Single,Bachelor's Degree
11090982851,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",2,,Yes,Married,Advance Degree (Masters or Doctorate)
11090816132,,,,,,,,,,,,,,,,,,,
11090807748,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",2,33952,Yes,Married,Bachelor's Degree
11090788335,,,,,,,,,,,,,,,,,,,
11090781587,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$15,000 to $45,000",4,33954,Yes,Single,Bachelor's Degree
11090751355,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Part Time,Own a Home,,"$15,000 to $45,000",2,33952,Yes,Married,Some College
11090723740,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",6,33952,Yes,Married,Advance Degree (Masters or Doctorate)
11090681960,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33980,No,Married,Bachelor's Degree
11090676720,,,,,,,,,,,,,,,,,,,
11090676567,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Own a Home,,"$15,000 to $45,000",1,33950,Yes,Widowed,Advance Degree (Masters or Doctorate)
11090671459,,,,,,,,,,,,,,,,,,,
11090663906,"Work in the County, but live outside",35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,,2,34288,No,Married,Advance Degree (Masters or Doctorate)
11090602507,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",2,,No,Divorced,High School Diploma/GED
11090575831,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33954,No,Married,Bachelor's Degree
11090453021,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",5,33983,No,Married,Advance Degree (Masters or Doctorate)
11090438919,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",7,33982,No,Married,Associate's Degree
11090428581,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",1,33980,Not Sure,Single,Advance Degree (Masters or Doctorate)
11090390595,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Other (please specify),"HAVE NOT BEEN ABLE TO COME UP WITH THE $5K IN TAXES WE OWE CHARLOTTE COUNTY (TAXES FROM SALE OF HOME) TO OWN OUR HOME.  ALTHOUGH THE HOUSE IS PAID FOR, THE OWNERSHIP IS STILL IN THE SELLER'S NAME.  IT'S BEEN ABOUT 3 YEARS, AND WE STILL HAVE NOT BEEN ABLE TO PAY THESE TAXES.  WE NEED TO LOWER THE TAXES SO WE CAN FINALLY OWN OUR HOME.","$15,000 to $45,000",2,33952,Yes,Married,Associate's Degree
11090380676,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33954,No,Married,Some College
11090378197,"Work in the County, but live outside",35-59,Female,Other,Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$45,001 to $90,000",3,34286,Not Sure,Single,Associate's Degree
11090364488,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,No Insurance,,No,Part Time,Live with Others,,"Less than $15,000",2,33983,Not Sure,Single,Some College
11090329265,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Live with Others,,"$45,001 to $90,000",4,33948,Yes,Divorced,Some College
11090327319,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",1,33950,Yes,Divorced,Advance Degree (Masters or Doctorate)
11090301066,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,34291,No,Married,Bachelor's Degree
11090288915,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",3,33952,No,Married,Bachelor's Degree
11090243700,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",2,34275,Yes,Divorced,Advance Degree (Masters or Doctorate)
11090235765,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Rent a Home,,"$45,001 to $90,000",One,33948,Yes,Divorced,Associate's Degree
11090234171,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",5,33980,Not Sure,Married,Some College
11090220983,Permanent,35-59,Female,White,Not Hispanic or Latino,Other (please specify),German,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33955,Yes,Widowed,Bachelor's Degree
11090218854,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33952,No,Married,Some College
11090207281,"Work in the County, but live outside",60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",1,33919,Not Sure,Divorced,Advance Degree (Masters or Doctorate)
11090206542,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",3,33952,Yes,Married,Bachelor's Degree
11090194688,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",,3398,Yes,Single,Associate's Degree
11090193552,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",4,33980,Yes,Married,Bachelor's Degree
11090189281,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$45,001 to $90,000",4,34224,Yes,Married,Bachelor's Degree
11090175564,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33982,Not Sure,Married,Some College
11090174775,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$90,001 to $150,000",4,34224,No,Married,Advance Degree (Masters or Doctorate)
11090131827,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33980,No,Married,High School Diploma/GED
11090130887,,,,,,,,,,,,,,,,,,,
11090121831,,,,,,,,,,,,,,,,,,,
11089840696,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Bachelor's Degree
11089384908,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33981,Yes,Married,Bachelor's Degree
11089338487,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",two adults,33948,Yes,Single,Bachelor's Degree
11089055993,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,Creole,,Medicare/Medicaid,,No,Retired,Own a Home,,"Less than $15,000",2,33980,Yes,Widowed,Some High School or Less
11089031545,Permanent,18-34,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$45,001 to $90,000",3,33980,Yes,Single,Bachelor's Degree
