RespondID,HealthierMenuOptionsRest,FreeLowCostSportsEquip,AccessTrailsParks,CounselingSupport,WellMaintainedSidewalks,HealthEducationWellnessProg,AffordableSportsRecActiv,FarmersMarkets,CommunityGardens,SmokeFreeEnviron,MentalHealthSupportProg,AdequateAfterSchoolProg,DiversityTolerantPop,AffordableHousing,HighQualJobs,ArtsCulturalEvents,CleanEnviron,TransportationOptions,LowCrimeSafeNeighborhoods,ReligiousSpiritualValues,Churches,QualEducGoodSchools,Other
11110460119,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11110455369,,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,,Religious and Spiritual Values,Churches,Quality Education (Good Schools),
11110444641,,,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,,High Quality Jobs,,,,,,,,
11110425402,,,Access to Trails and Parks,,,,,,,,,,,,,,,,,,,,
11110419232,,,,,,,Affordable Sports and Recreation Activities,,,,,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11110412819,,Free or Low Cost Sports Equipment,,Counseling & Support,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,Churches,Quality Education (Good Schools),
11110404906,,,,,,Health Education/Wellness Programs,,Farmers Markets,Community Gardens,Smoke-Free Environment,,,,Affordable Housing,,,,Transportation Options,,,,,
11110400331,,,,,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11110398109,,Free or Low Cost Sports Equipment,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11110391351,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11110389513,,,Access to Trails and Parks,,,,,Farmers Markets,,,,,,,,Arts and Cultural Events,Clean Environment,Transportation Options,,,,,
11110385056,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,,,,Transportation Options,,Religious and Spiritual Values,,,
11110378346,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,Adequate After-School Programs,,,,,Clean Environment,,,,,,
11110360925,,,,Counseling & Support,,,,,,,,,,,,,,,,,,,
11110355624,,,,,,,,Farmers Markets,,Smoke-Free Environment,,,,,,,,,,,,,
11110350088,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,,,,Quality Education (Good Schools),
11110337833,,,,,,,Affordable Sports and Recreation Activities,,,,,,,,,Arts and Cultural Events,,,,,,Quality Education (Good Schools),Better long term higher paying jobs for people from all areas through out Charlotte county
11110315496,,,Access to Trails and Parks,,,,,Farmers Markets,,Smoke-Free Environment,Mental Health Support Programs,,,,,,Clean Environment,,,,,,
11110314693,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11110298571,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11110288238,,,,,,,,Farmers Markets,Community Gardens,,,,,,,,,,,,,,
11110275590,,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,,,Transportation Options,,,,,
11110270658,,,,,,,,,,,,,,,High Quality Jobs,,,,,,,,
11110252264,,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11110241747,Healthier Menu Options at Restaurants,,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11110229501,,,,,,,,Farmers Markets,,,,,A Diversity-Tolerant Population,,,Arts and Cultural Events,,Transportation Options,,,,,
11110219602,,,,,,Health Education/Wellness Programs,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,,,,,,
11110183899,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11110171884,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11110159024,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,,Adequate After-School Programs,,,High Quality Jobs,,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11109221669,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,,,,,,Arts and Cultural Events,,,,Religious and Spiritual Values,,,
11109079615,,Free or Low Cost Sports Equipment,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11108887200,,,,,,Health Education/Wellness Programs,,,,,,,,Affordable Housing,,,,Transportation Options,,Religious and Spiritual Values,,Quality Education (Good Schools),
11108835574,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11108428099,Healthier Menu Options at Restaurants,,,,,,,,,,,,,Affordable Housing,,,Clean Environment,,,,,,
11108061724,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,,,
11108019811,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,,,,Farmers Markets,Community Gardens,,,,,,High Quality Jobs,,,,,,,,
11107712672,,,,,,,,,,Smoke-Free Environment,,,,,,,,,,,,,Polluting our waters
11107537628,,,,,Well-Maintained Sidewalks,,,,,,,Adequate After-School Programs,,Affordable Housing,,Arts and Cultural Events,,,,,,Quality Education (Good Schools),
11107500544,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11107423044,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,Farmers Markets,Community Gardens,,,,,,,,,,,,Churches,,
11105126060,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,Clean Environment,,,,,Quality Education (Good Schools),
11104818860,Healthier Menu Options at Restaurants,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11104785855,,,,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11104720324,,,,,,,,Farmers Markets,Community Gardens,,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11104713519,,,,,,,,,,,,,,,,,,,,,,,None of these; nor restrict or hinder Religious activities
11104400961,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11104346556,,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,,,,,,Adequate After-School Programs,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11104339895,,Free or Low Cost Sports Equipment,,,,,,,,,,,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11104237451,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,Higher pay for teachers.
11104219068,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,Farmers Markets,,Smoke-Free Environment,Mental Health Support Programs,Adequate After-School Programs,,,,,Clean Environment,Transportation Options,,,,,
11104011162,,,Access to Trails and Parks,,,,,Farmers Markets,,,,,,,,Arts and Cultural Events,,Transportation Options,,,,Quality Education (Good Schools),
11102466994,,,,,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11102466724,,,,,,,,,,,,,,,,,,,,,,,
11102434313,,Free or Low Cost Sports Equipment,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,,
11102325647,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,,,,,Quality Health Care
11102276269,,,,,,,,,,,,,,,,,,,,,,,
11102244388,Healthier Menu Options at Restaurants,,,,,,,,,Smoke-Free Environment,,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11102151336,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11102143346,,,,,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11102107869,,,,,,Health Education/Wellness Programs,,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11102100247,Healthier Menu Options at Restaurants,,,,,,,,,,,,,,,,,,,,,,
11102082237,,,,,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11102065324,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,,,,,Transportation Options,,,,,
11102056462,,,,,,,,,,,,Adequate After-School Programs,,,,,,,,,,,
11102048481,,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11102040776,Healthier Menu Options at Restaurants,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,,
11101855652,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11101838383,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,,Smoke-Free Environment,,,,,High Quality Jobs,,,,,,,,
11101804749,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,,,,,,,Affordable Housing,,,Clean Environment,,,,,,
11101798549,,,,,,,,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,Transportation Options,,,,,
11101785276,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,Religious and Spiritual Values,,,
11101784122,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11101739923,,,,,,,,Farmers Markets,Community Gardens,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11101689856,,,,Counseling & Support,,,,,,,,,A Diversity-Tolerant Population,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11101632162,Healthier Menu Options at Restaurants,,,,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11101624453,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11101612395,,,,,,,Affordable Sports and Recreation Activities,,Community Gardens,Smoke-Free Environment,,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11101367995,,,,,Well-Maintained Sidewalks,,,,,,,,A Diversity-Tolerant Population,,,Arts and Cultural Events,,,,,,Quality Education (Good Schools),
11101302154,,,,,,,,,,,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11101191126,,,,,,,Affordable Sports and Recreation Activities,,,,,,,,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11101136416,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,,Health Education/Wellness Programs,,,,,,,,,High Quality Jobs,,Clean Environment,,,,,,
11101127275,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11101116884,,,,Counseling & Support,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11101096270,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11101086267,,,,,,,,,,,,,,,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,Churches,,
11101084010,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11101077356,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11101069939,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11101061594,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11100878408,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11099422949,,Free or Low Cost Sports Equipment,,Counseling & Support,,,,,,,,,,,,,,,,,,Quality Education (Good Schools),
11099413239,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11099404994,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,,,,Clean Environment,,,,,,
11099402041,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,,
11099390340,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11099382423,Healthier Menu Options at Restaurants,,,Counseling & Support,,,,,,Smoke-Free Environment,Mental Health Support Programs,Adequate After-School Programs,,,High Quality Jobs,,,,,,,,
11099374892,,,,,,,,,,Smoke-Free Environment,,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,,,,,,,,,
11099281879,,,,,,,,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,,
11099264739,,,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,,,,Transportation Options,,,,,
11099253577,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,,,,,,,,Transportation Options,,,,,
11099112454,,,Access to Trails and Parks,Counseling & Support,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,Churches,Quality Education (Good Schools),
11098763900,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,"Affordable, quality child care"
11098658430,Healthier Menu Options at Restaurants,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,Churches,,
11098489263,,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11098041921,,,Access to Trails and Parks,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,,,,,High Quality Jobs,,,,,,,,
11097954232,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,,,Arts and Cultural Events,,,,,,,
11097070634,,,,,,,,Farmers Markets,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,High Quality Jobs,,,Transportation Options,,,,,
11096825795,,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,High Quality Jobs,,,,,,,,
11095985800,Healthier Menu Options at Restaurants,,,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,,,,,,,
11095768072,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,,,,,
11095716349,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,,,,,,,,,Arts and Cultural Events,,Transportation Options,,,,,More daytime cultural activities for seniors who do not drive at night
11095520990,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,Community Gardens,,,,A Diversity-Tolerant Population,Affordable Housing,,,Clean Environment,,,,,,Plant more Florida native plants in public places
11094680315,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,,,,Farmers Markets,,,,,,,,,Clean Environment,,,,Churches,,
11094662841,,,,,,,,Farmers Markets,,,Mental Health Support Programs,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11094510771,,,,,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11094155594,,,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11093921002,,,,,,Health Education/Wellness Programs,,,,,,,,,,,,,,,,,
11093843703,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11093678186,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,,Farmers Markets,Community Gardens,,,,,,,,,,,,,,
11093632526,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,Smoke-Free Environment,,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11093457011,,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11093147355,,,,,,,,Farmers Markets,Community Gardens,,Mental Health Support Programs,,,,,,,,,,Churches,Quality Education (Good Schools),
11093145563,,,,,,,,,,,,,,,,,,,,,,,
11093052831,,,,,,,,,,,,,A Diversity-Tolerant Population,,,,,,Low Crime/Safe Neighborhoods,,,,
11093035061,,,,,,,,,,,,,A Diversity-Tolerant Population,,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11092933138,,,,,,,,,,,,,,,High Quality Jobs,,,,,,,,
11092334467,,,,Counseling & Support,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11091488082,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,,
11091437803,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,,,Religious and Spiritual Values,,,
11091203335,,,,,,,,,,,,,,,,,Clean Environment,,,,,,
11091173612,,,,,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11091129006,,,,,,,,,,,,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11091121161,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11091090734,,,,,,Health Education/Wellness Programs,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11091078423,,,,,,,,,,,,,,,High Quality Jobs,,,,,,,,
11090982851,,,,,,,,,,,,,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,program to check in on seniors who live alone and/or lack of family involvement
11090816132,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,Smoke-Free Environment,,,,,High Quality Jobs,Arts and Cultural Events,,,,Religious and Spiritual Values,Churches,,
11090807748,Healthier Menu Options at Restaurants,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,Affordable Housing,,,,,,,,,
11090788335,,,,,,,,,,,,,,,,,,,,,,,
11090781587,,,,Counseling & Support,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11090751355,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,,High Quality Jobs,Arts and Cultural Events,,,Low Crime/Safe Neighborhoods,,,,
11090723740,,,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,,Arts and Cultural Events,,,,,,,
11090681960,,,Access to Trails and Parks,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11090676720,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11090676567,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,Clean Environment,Transportation Options,,,,,
11090671459,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,,,,,,Smoke-Free Environment,,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11090663906,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,,,,,,,,,"Increased accessibility to Mental Health Care for Kids, ASD especially"
11090602507,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,Mental Health Support Programs,Adequate After-School Programs,,,,Arts and Cultural Events,,Transportation Options,,,,Quality Education (Good Schools),
11090575831,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11090453021,,Free or Low Cost Sports Equipment,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11090438919,,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,,,,Religious and Spiritual Values,Churches,,
11090428581,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11090390595,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,High Quality Jobs,,,,,,,,
11090380676,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11090378197,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,Smoke-Free Environment,,,,,,Arts and Cultural Events,Clean Environment,,,,,,
11090364488,,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,,,,,,,,
11090329265,Healthier Menu Options at Restaurants,,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11090327319,,,,Counseling & Support,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11090301066,,,,,,,,,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,,
11090288915,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11090243700,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,#1 PUBLUC TRANSPORTTION #2Transitional housing for individuals in recovery
11090235765,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11090234171,,,,,,,,Farmers Markets,Community Gardens,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,
11090220983,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,Counseling & Support,,,,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,Clean Environment,Transportation Options,,,,Quality Education (Good Schools),
11090218854,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,
11090207281,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,
11090206542,,,,,Well-Maintained Sidewalks,,,,,,,Adequate After-School Programs,,,High Quality Jobs,,,,,,,,
11090194688,,,,,,,Affordable Sports and Recreation Activities,,,,,,,,,,,,,,,,
11090193552,,Free or Low Cost Sports Equipment,Access to Trails and Parks,Counseling & Support,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11090189281,,,,Counseling & Support,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11090175564,,,,,,,,,,,Mental Health Support Programs,,,,,,,,,,,,
11090174775,,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11090131827,,,,,Well-Maintained Sidewalks,,,,,,,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11090130887,,,,,Well-Maintained Sidewalks,,,,,,,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11090121831,,,,,Well-Maintained Sidewalks,,,,,,,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11089840696,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11089384908,,Free or Low Cost Sports Equipment,,Counseling & Support,,Health Education/Wellness Programs,,Farmers Markets,,,Mental Health Support Programs,,,,,,,,,,,,
11089338487,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11089055993,,,,,,,,Farmers Markets,Community Gardens,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11089031545,Healthier Menu Options at Restaurants,,,Counseling & Support,Well-Maintained Sidewalks,,,Farmers Markets,,,,,A Diversity-Tolerant Population,,,Arts and Cultural Events,,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,Churches,Quality Education (Good Schools),
11089018119,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,,,,,,,,,,,,Quality Education (Good Schools),
11089003601,Healthier Menu Options at Restaurants,,,,,,,,,,,,,,,,,,,,,,
11088182689,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11088094453,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,,,,,,Smoke-Free Environment,,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11088090419,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,Farmers Markets,,Smoke-Free Environment,Mental Health Support Programs,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11088009755,,,,,,,,,,,,,,Affordable Housing,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,Better paying jobs so we don’t have to go out of county to work!
11087991038,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11087918037,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,,,,,,,Affordable Housing,,,,,,,,,"Farmers markets that actually offer food not crafts, jewelry,etc"
11087892471,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,Counseling & Support,,,,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11087858416,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
