RespondID,No,PrimaryCare,EmergencyCare,DentalAdult,DentalChild,Hospital,Pediatric,Specialty,PharmacyMedication,MentalBehavioral,LegalCounsel,FoodPantryMeals,Shelter,UtilitiesAssistance,ChildCare,RentalHousingAssistance,SupportGroups,PreNatalMaternity,SubstanceAbuseTreatment,Other
11129552498,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11129545774,,,,,,,,,,,,,,,,,,,,Dont know
11129540797,,,,,,,,,,,,,,,,,,,,
11129532913,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11129523739,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11129512504,No,,,,,,,,,,,,,,,,,,,
11129468806,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11129398036,No,,,,,,,,,,,,,,,,,,,
11129285910,,"Yes, Primary Care",,,,,,,,,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11128857166,,"Yes, Primary Care",,,,,,,,, Legal Counsel,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11128840140,,,,,,,,,,,,,,,,,,,,I don't know
11128584788,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11128582891,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11128504549,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11128388177,,,,,,,,,,,,,,,,,,,,
11128346916,,"Yes, Primary Care",,,,,,,,,, Food Pantries/Meals,,,, Rental/Housing Assistance,,,,
11128320949,,,,,,, Pediatric Care,,, Mental & Behavioral Health Care,, Food Pantries/Meals,, Utilities Assistance,,,,, Substance Abuse Treatment,
11127986001,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,,,,,,,, Rental/Housing Assistance,,,,
11127057939,,,,,,,,,,, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance,,,,,,
11126670689,,,,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance,,,,
11126574267,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11126531114,,"Yes, Primary Care",, Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter,, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care,,
11126456021,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11126413787,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,,, Substance Abuse Treatment,
11126303848,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11126297936,,,,,,,,,,,,, Shelter,,,,,,,
11126081921,,,, Dental Care , Dental Care (for Children),,,,,,,,,,,,,,,
11126004524,,,,,,,, Specialty Care (Specify Under Other),,,,,,,,,, Pre-Natal or Maternity Care,,
11125875565,,,, Dental Care ,,,,,,, Legal Counsel, Food Pantries/Meals,, Utilities Assistance, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11125872405,,,,,,,,,,,,,,,,,,,,FREE legal services especially for the thousands of scamed seniors.
11125819783,,,,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,,,, Support Groups,, Substance Abuse Treatment,
11125758261,,"Yes, Primary Care",,,,, Pediatric Care,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11125622848,,,,,,,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,,,,,,Orthopeadic
11125601473,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,,,,,,,
11125592878,,,,,,, Pediatric Care,,,,,,,,, Rental/Housing Assistance,,,,
11125586368,,,,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,, Shelter,, Child Care,,,,,
11125572387,,,,,,,,,,,,,,,,,,,,
11125571753,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,Transportation and affordable or free dental.
11125544806,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,,, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance,,, Support Groups,, Substance Abuse Treatment,
11125523914,No,,,,,,,,,,,,,,,,,,,
11125488916,No,,,,,,,,,,,,,,,,,,,
11125456862,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11125422100,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,,,,
11125410518,,,,,,, Pediatric Care,,, Mental & Behavioral Health Care,,,,, Child Care,,,, Substance Abuse Treatment,
11125401288,,"Yes, Primary Care",,,,,,,,,,,,,,,,, Substance Abuse Treatment,
11125377269,,,,, Dental Care (for Children),,,,,,,,,,,,,,,
11125352840,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,,, Child Care, Rental/Housing Assistance,,,,
11125347189,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11125250741,No,,,,,,,,,,,,,,,,,,,
11125224192,,,,,,,,,,,,,,,,,,,,
11125192223,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11125064026,No,,,,,,,,,,,,,,,,,,,
11124853402,,"Yes, Primary Care",, Dental Care ,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11124633705,No,,,,,,,,,,,,,,,,,,,
11123980223,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11123785009,,,, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,Specialized cardiovascular care
11123703457,,,,,,,,,,,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,Affordable/quality substance abuse treatment and child care
11123462161,,"Yes, Primary Care",, Dental Care ,,, Pediatric Care,,, Mental & Behavioral Health Care,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11123447697,,"Yes, Primary Care",, Dental Care , Dental Care (for Children), Hospital Care,, Specialty Care (Specify Under Other),,,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11123434098,,,,,,,,,,,,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11123316889,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication",, Legal Counsel,, Shelter, Utilities Assistance,, Rental/Housing Assistance,, Pre-Natal or Maternity Care, Substance Abuse Treatment,Transportation.
11123171749,,,,,,,,,,,,,,,,,,,,
11123044482,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),, Pediatric Care, Specialty Care (Specify Under Other),,,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11123018737,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11122999070,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,,,,,, Substance Abuse Treatment,
11122993145,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,,,,
11122935228,,,, Dental Care ,,,,,,,,,,, Child Care,,,,,Support for Speciality Diagnosis (Example: Autism)
11122889718,,,,,,,,,,,,,,,,,,,,
11122856747,,,, Dental Care ,,,,,,,, Food Pantries/Meals, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11122856621,,"Yes, Primary Care",,,,,,,"Yes, Pharmacy/Medication",,,, Shelter,,,,,,,
11122806141,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care,,, Pre-Natal or Maternity Care,,
11122782218,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals,,,, Rental/Housing Assistance, Support Groups,,,
11122296674,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,,,, Rental/Housing Assistance,,,,
11122279026,,,,,,,,,,,,,,,,,,,,
11122172772,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11122171297,,,,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care, Legal Counsel,,,,,, Support Groups,,,Pediatric specialty care
11122108015,,,,,,,,,,,,,,,,,,,,
11122012255,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11121874765,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,, Child Care, Rental/Housing Assistance,,,,
11121849445,,,,,,,,,,,,,,,,,,,,
11121823589,,,,,, Hospital Care,,,,,,,,,,,,,,
11121638908,,,,,,,,,,,,,,,,,,,,Naturopaths
11121588719,,"Yes, Primary Care",,,,,,,,,,,,,, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11120674565,,,, Dental Care ,,,,,,,,, Shelter, Utilities Assistance,, Rental/Housing Assistance,,,,
11120671382,,,, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,,,,,Pediatric surgury
11120476955,,"Yes, Primary Care",,,,,,,"Yes, Pharmacy/Medication",,,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11120468306,,,,,,,,,,,,,, Utilities Assistance,,,,,,
11120215588,,"Yes, Primary Care",, Dental Care ,,, Pediatric Care,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11120191926,,"Yes, Primary Care",, Dental Care ,,,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication",, Legal Counsel,,,,,,,,,
11120158186,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11120105416,,,,,,,,,,,,,,,,,,,,Sober Living Facilities
11120067850,,,,,,,,,,,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11120041440,,"Yes, Primary Care","Yes, Emergency Care", Dental Care ,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,,,,,
11120041025,,,,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11119977369,,,,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11119866351,,,,, Dental Care (for Children),, Pediatric Care,,,,,,,,,,, Pre-Natal or Maternity Care,,
11119724043,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,Acute Medical Care
11119712814,No,,,,,,,,,,,,,,,,,,,
11119696245,,,,,, Hospital Care,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,"Cancer, geriatric related, non profit hospital care"
11119648396,,,,,,,,,,,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11119559932,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,,, Child Care, Rental/Housing Assistance,,,,
11119509989,No,,,,,,,,,,,,,,,,,,,
11119498190,No,,,,,,,,,,,,,,,,,,,
11119343012,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11119289452,,,,,,,,,,,,,,, Child Care, Rental/Housing Assistance,,,,
11119271603,,,, Dental Care ,,,,,,,,,,,, Rental/Housing Assistance,,,,
11119215442,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,, Child Care,, Support Groups,,,
11119209931,No,,,,,,,,,,,,,,,,,,,
11119204970,No,,,,,,,,,,,,,,,,,,,
11119189278,,"Yes, Primary Care",,,,, Pediatric Care,,, Mental & Behavioral Health Care,,,,, Child Care,,, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11119182462,,"Yes, Primary Care",,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11119179933,No,,,,,,,,,,,,,,,,,,,
11119107609,,,,,,,,,,,,,,,,,,,,I don't personally have access issues I am not sure about others
11119049967,,,, Dental Care , Dental Care (for Children),,,,,,,,,,,, Support Groups,,,
11119010835,No,,,,,,,,,,,,,,,,,,,
11118954293,,,,,,,,,,,,,,,,,,,,
11118950061,,,,,,,,,,,,,, Utilities Assistance, Child Care,,,,,
11118932608,,,,,,,,,,,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11118894730,,,,,,,,,,,,,,,,,,,,
11118842565,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11118830744,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11118804913,,,,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,, Child Care,,,,,
11118803029,No,,,,,,,,,,,,,,,,,,,
11118800781,,,,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,, Child Care,,,, Substance Abuse Treatment,
11118788504,,"Yes, Primary Care",,,,,,,,, Legal Counsel,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11118709434,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,,,,, Rental/Housing Assistance,,,,
11118399737,,,,,,,,,,, Legal Counsel,, Shelter, Utilities Assistance,,,,,,
11117616151,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11117411846,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11117275062,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,,,
11117233327,,,,,,,,,,,,,,,,,,,,
11117197373,,,, Dental Care ,,,,,,,,, Shelter,,,,,,,
11117121456,,,,,,,,,,,,,,,,,,,,
11116925653,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11116924227,No,,,,,,,,,,,,,,,,,,,
11116813102,No,,,,,,,,,,,,,,,,,,,
11116795862,No,,,,,,,,,,,,,,,,,,,
11116788309,,,,,,,,,,,,,,,,,,,,
11116776059,,,,,,, Pediatric Care,,,,,,,,,,,,,
11116772381,,,,,,,,,,,,,,,,,,,,
11116771726,,"Yes, Primary Care",,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,,,,,,,
11116768354,,,,,,,,,,,,,,,,,,,,
11116759619,,,,,,,,,,,,,,,,,,,,"Do you mean ""accessing"" like not having a computer or financially?  I would say both are issues in our County."
11116745208,,"Yes, Primary Care",,,, Hospital Care,, Specialty Care (Specify Under Other),,,,,,,,,,,,
11116729193,,,,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance, Support Groups,,,
11116713096,,,,,,,,,,,,,,, Child Care,,,,,
11116619679,,,"Yes, Emergency Care", Dental Care ,, Hospital Care,,,, Mental & Behavioral Health Care,,,,, Child Care,,,,,
11116593574,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11116544649,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11116481652,,"Yes, Primary Care",,,,,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11116422475,,,,,,,,,,,,,,,,,,,,
11116421816,,,,,,,,,,, Legal Counsel,,,,,,,,,
11116370205,,,,,,,,,,,, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11116261907,,"Yes, Primary Care",,, Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care,,,,,,,,,,
11116105968,,,,,,, Pediatric Care, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,,,Pediatric Med and Pediatric mental health
11115955822,,,,,,,,,,,,,,,,,,,,
11115949717,No,,,,,,,,,,,,,,,,,,,
11115752012,,,, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication",,,,,,,,,,,
11115735738,,,, Dental Care ,,, Pediatric Care,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11115729508,No,,,,,,,,,,,,,,,,,,,
11115682638,,,,,,,,,,,,,,,,,,,,I wouldn't know but many listed are extremely important
11115669651,No,,,,,,,,,,,,,,,,,,,
11115567930,,,,,,,,,,,,,,,,,,,,"If people are low-income, they cannot access any of the above"
11115536608,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,,, Legal Counsel, Food Pantries/Meals,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11115486267,,,,,,,,,,,,,,,,,,,,
11115439722,,,,,,,,,,,,,,,,,,, Substance Abuse Treatment,
11115370513,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,, Shelter,,, Rental/Housing Assistance,,,,
11115340578,,"Yes, Primary Care",, Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11115332790,,,,,, Hospital Care,,,,,,,,,,,,,,
11115300587,,,"Yes, Emergency Care",,, Hospital Care,, Specialty Care (Specify Under Other),,,,, Shelter,, Child Care,,, Pre-Natal or Maternity Care,,"For good specialty Dr's or Emergency care, it is best to go to Sarasota or Ft Myers."
11115254272,,,,,,,,,,,,,,,,,,,,
11115230842,,,,,,,,,,, Legal Counsel,, Shelter,, Child Care,,,,,
11115193467,,,,,,,,,, Mental & Behavioral Health Care,,,, Utilities Assistance,,, Support Groups,, Substance Abuse Treatment,
11115066582,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11115050911,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter,, Child Care,,,,,
11115045082,,,,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11115025839,,,,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11114678691,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication",,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11114605368,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter, Utilities Assistance,,,,, Substance Abuse Treatment,
11114462314,,,,,,,,,,,,,,, Child Care,,, Pre-Natal or Maternity Care,,
11114429192,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,,,,,,,,,
11114412473,,,, Dental Care , Dental Care (for Children),,,,,,,, Shelter,, Child Care, Rental/Housing Assistance,,,,
11114367453,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11114353545,No,,,,,,,,,,,,,,,,,,,
11114328622,,,,,,, Pediatric Care,,, Mental & Behavioral Health Care,,, Shelter,, Child Care, Rental/Housing Assistance,,,,
11114281395,,,,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,, Shelter, Utilities Assistance,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11114279405,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,,,,,,,,,,,,
11114271139,No,,,,,,,,,,,,,,,,,,,
11114266186,,,,,,,,,,,,,,,,,,,,
11114242599,,"Yes, Primary Care","Yes, Emergency Care", Dental Care ,,,, Specialty Care (Specify Under Other),,,,,,,,,,,,
11114095824,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,,,,,,,,,
11114042329,,,,,,,,,,,,,,,,,,,,
11114029226,,,, Dental Care ,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11114013802,,,"Yes, Emergency Care",,,,,,,,,,,, Child Care,,,,,
11113991418,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11113921709,,,,,,,,,,,,,,,,,,,,
11113911635,,,, Dental Care , Dental Care (for Children),, Pediatric Care, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11113810584,,,,,,,,,"Yes, Pharmacy/Medication",,,,,,, Rental/Housing Assistance,,,,
11113637652,,,,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,, Shelter,,,, Support Groups,, Substance Abuse Treatment,
11113556927,,"Yes, Primary Care","Yes, Emergency Care", Dental Care ,, Hospital Care,, Specialty Care (Specify Under Other),,,,,,,,,,,,
11113527033,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11112871762,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,, Rental/Housing Assistance,,,,Educational assistance
11112677808,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,,,,,,,
11112533865,No,,,,,,,,,,,,,,,,,,,
11112417093,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,,,, Support Groups,,,
11112253781,,"Yes, Primary Care",, Dental Care ,,,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11111676801,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,,,
11111198079,,,, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication",, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11110981194,,,,, Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11110973152,,,,,,,,,,,,,,,,,,,,
11110948818,No,,,,,,,,,,,,,,,,,,,
11110943299,,"Yes, Primary Care",,, Dental Care (for Children),,,,,,,, Shelter, Utilities Assistance,,,,,,
11110937445,,,"Yes, Emergency Care",,,, Pediatric Care,,,,, Food Pantries/Meals,,,,,,,,
11110918206,,,,,,,,,,,,,,,,,,,,
11110701937,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,,,,,,,, Substance Abuse Treatment,
11110666910,,,,,,,,,,,,,,,,,,,,
11110625380,,,,,,,,,,,,,,,,,,,,
11110621598,,,, Dental Care ,,,,,,,,,,,,,,,,
11110618340,,,,, Dental Care (for Children),, Pediatric Care,,,,,,, Utilities Assistance,,, Support Groups,,,
11110612155,,,, Dental Care ,,,,,,,,,,,,,,,,
11110611692,No,,,,,,,,,,,,,,,,,,,
11110603225,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance,,,,, Substance Abuse Treatment,
11110586299,,,,,,, Pediatric Care,,,,,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups,,,
11110574912,,,,,,,,,,, Legal Counsel,, Shelter,,, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11110571624,,,, Dental Care ,,,,,,, Legal Counsel,, Shelter, Utilities Assistance,,,,, Substance Abuse Treatment,
11110491918,No,,,,,,,,,,,,,,,,,,,
11110460119,No,,,,,,,,,,,,,,,,,,,
11110455369,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),, Pediatric Care, Specialty Care (Specify Under Other),,,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11110444641,,,,, Dental Care (for Children),, Pediatric Care, Specialty Care (Specify Under Other),,,,,,,,,,,,
11110425402,No,,,,,,,,,,,,,,,,,,,
11110419232,,,,,,,,,,,,,,,,,,,,
11110412819,,"Yes, Primary Care",,,,, Pediatric Care,,,,,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups,,,
11110404906,No,,,,,,,,,,,,,,,,,,,
11110400331,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,,, Support Groups,,,
11110398109,,,, Dental Care , Dental Care (for Children),,,,,, Legal Counsel, Food Pantries/Meals,, Utilities Assistance,,,,,,
11110391351,No,,,,,,,,,,,,,,,,,,,
11110389513,,,,,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11110385056,,,,,,,, Specialty Care (Specify Under Other),,, Legal Counsel,, Shelter,,, Rental/Housing Assistance, Support Groups,,,
11110378346,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11110360925,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11110355624,No,,,,,,,,,,,,,,,,,,,
11110350088,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11110337833,,,,,,,,,,,,,, Utilities Assistance,, Rental/Housing Assistance, Support Groups,,,Not enough permanent jobs opportunities to support all of the county residents living here.
11110315496,,,,, Dental Care (for Children),,,,,,,,,,,,,, Substance Abuse Treatment,
11110314693,,,, Dental Care ,,,,,,,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11110298571,,,, Dental Care ,,,,,,,,,,,,,,,,
11110288238,,,,,,,,,,,,,,,,,,,,
11110275590,,,, Dental Care , Dental Care (for Children),,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11110270658,No,,,,,,,,,,,,,,,,,,,
11110252264,,,, Dental Care , Dental Care (for Children),,,,,,,,,,,,,,,
11110241747,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),,,,, Shelter, Utilities Assistance,, Rental/Housing Assistance,,,,
11110229501,,,,, Dental Care (for Children),,,,,,,,, Utilities Assistance,,,,,,
11110219602,,,, Dental Care , Dental Care (for Children),,,,,,,,,,,,,,,
11110183899,,"Yes, Primary Care",,,,,, Specialty Care (Specify Under Other),,,,,,,,,,,,
11110171884,No,,,,,,,,,,,,,,,,,,,
11110159024,No,,,,,,,,,,,,,,,,,,,
11109221669,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,,,,
